id,Questions,category,category_name,,,,,
,크레의 다리가 궁금해,다리,leg,,,,,
,크레 다리,다리,leg,,,,,
,크레 다리 구조,다리,leg,,,,,
11,크레스티드 게코 발의 구조에 대해서 설명해주세요.,발과 발가락,foot,,,,,
,크레스티드 게코 발가락의 구조에 대해서 설명해주세요.,발과 발가락,foot,,,,,
,크레스티드 게코 발이 어떻게 생겼는지 알려줘,발과 발가락,foot,,,,,
,크레스티드 게코 발가락이 어떻게 생겼는지 알려줘,발과 발가락,foot,,,,,
,크레스티드 게코 발이 어떻게 생겼니?,발과 발가락,foot,,,,,
,크레스티드 게코 발가락이 어떻게 생겼니?,발과 발가락,foot,,,,,
,크레스티드 게코 발의 구조에 대해서 설명해줘,발과 발가락,foot,,,,,
,크레스티드 게코 발가락의 구조에 대해서 설명해줘,발과 발가락,foot,,,,,
,크레스티드 게코 발이 어떻게 생겼을까요?,발과 발가락,foot,,,,,
,크레스티드 게코 발가락이 어떻게 생겼을까요?,발과 발가락,foot,,,,,
,크레스티드 게코 발이 궁금해,발과 발가락,foot,,,,,
,크레의 발의 구조에 대해서 설명해주세요.,발과 발가락,foot,,,,,
,크레의 발가락의 구조에 대해서 설명해주세요.,발과 발가락,foot,,,,,
,크레의 발이 어떻게 생겼는지 알려줘,발과 발가락,foot,,,,,
,크레의 발가락이 어떻게 생겼는지 알려줘,발과 발가락,foot,,,,,
,크레의 발이 어떻게 생겼니?,발과 발가락,foot,,,,,
,크레의 발가락이 어떻게 생겼니?,발과 발가락,foot,,,,,
,크레의 발의 구조에 대해서 설명해줘,발과 발가락,foot,,,,,
,크레의 발가락의 구조에 대해서 설명해줘,발과 발가락,foot,,,,,
,크레의 발이 어떻게 생겼을까요?,발과 발가락,foot,,,,,
,크레의 발가락이 어떻게 생겼을까요?,발과 발가락,foot,,,,,
,크레의 발이 궁금해,발과 발가락,foot,,,,,
,크레 발,발과 발가락,foot,,,,,
,크레 발가락,발과 발가락,foot,,,,,
,크레 발바닥,발과 발가락,foot,,,,,
,크레 발 구조,발과 발가락,foot,,,,,
,크레 발가락 구조,발과 발가락,foot,,,,,
12,크레스티드 게코 꼬리의 구조에 대해서 설명해주세요.,꼬리,tail,,,,,
,크레스티드 게코 꼬리가 어떻게 생겼는지 알려줘,꼬리,tail,,,,,
,크레스티드 게코 꼬리가 어떻게 생겼니?,꼬리,tail,,,,,
,크레스티드 게코 꼬리의 구조에 대해서 설명해줘,꼬리,tail,,,,,
,크레스티드 게코 꼬리는 어떻게 생겼을까요?,꼬리,tail,,,,,
,크레스티드 게코 꼬리가 궁금해,꼬리,tail,,,,,
,크레의 꼬리의 구조에 대해서 설명해주세요.,꼬리,tail,,,,,
,크레의꼬리가 어떻게 생겼는지 알려줘,꼬리,tail,,,,,
,크레의 꼬리가 어떻게 생겼니?,꼬리,tail,,,,,
,크레의 꼬리의 구조에 대해서 설명해줘,꼬리,tail,,,,,
,크레의 꼬리는 어떻게 생겼을까요?,꼬리,tail,,,,,
,크레의 꼬리가 궁금해,꼬리,tail,,,,,
,크레 꼬리,꼬리,tail,,,,,
,크레 꼬리 구조,꼬리,tail,,,,,
,크레 테일,꼬리,tail,,,,,
13,크레스티드 게코 배설기관에 대해서 설명해주세요.,총배설강,cloaca,,,,,
,크레스티드 게코 배설기관이 어떻게 생겼는지 알려줘,총배설강,cloaca,,,,,
,크레스티드 게코 배설기관이 어떻게 생겼니?,총배설강,cloaca,,,,,
,크레스티드 게코 배설기관의 구조에 대해서 설명해줘,총배설강,cloaca,,,,,
,크레스티드 게코 배설기관은 어떻게 생겼을까요?,총배설강,cloaca,,,,,
,크레스티드 게코 배설기관이 궁금해,총배설강,cloaca,,,,,
,크레의 배설기관에 대해서 설명해주세요.,총배설강,cloaca,,,,,
,크레의 배설기관이 어떻게 생겼는지 알려줘,총배설강,cloaca,,,,,
,크레의 배설기관이 어떻게 생겼니?,총배설강,cloaca,,,,,
,크레의 배설기관의 구조에 대해서 설명해줘,총배설강,cloaca,,,,,
,크레의 배설기관은 어떻게 생겼을까요?,총배설강,cloaca,,,,,
,크레의 배설기관이 궁금해,총배설강,cloaca,,,,,
,크레 배설기관,총배설강,cloaca,,,,,
14,크레스티드 게코 피부에 대해서 설명해주세요.,피부,skin,,,,,
,크레스티드 게코 피부가 어떻게 생겼는지 알려줘,피부,skin,,,,,
,크레스티드 게코 피부가 어떻게 생겼니?,피부,skin,,,,,
,크레스티드 게코 피부의 구조에 대해서 설명해줘,피부,skin,,,,,
,크레스티드 게코 피부는 어떻게 생겼을까요?,피부,skin,,,,,
,크레스티드 게코 피부가 궁금해,피부,skin,,,,,
,크레의 피부에 대해서 설명해주세요.,피부,skin,,,,,
,크레의 피부가 어떻게 생겼는지 알려줘,피부,skin,,,,,
,크레의 피부가 어떻게 생겼니?,피부,skin,,,,,
,크레의 피부의 구조에 대해서 설명해줘,피부,skin,,,,,
,크레의 피부는 어떻게 생겼을까요?,피부,skin,,,,,
,크레의 피부가 궁금해,피부,skin,,,,,
,크레 피부,피부,skin,,,,,
,크레 피부 구조,피부,skin,,,,,
,크레 스킨,피부,skin,,,,,
,크레 스킨 구조,피부,skin,,,,,
15,크레스티드 게코 내부장기에 대해서 설명해주세요.,내부장기,in_organ,,,,,
,크레스티드 게코 내부장기가 어떻게 생겼는지 알려줘,내부장기,in_organ,,,,,
,크레스티드 게코 내부장기는 어떻게 생겼니?,내부장기,in_organ,,,,,
,크레스티드 게코 내부장기의 구조에 대해서 설명해줘,내부장기,in_organ,,,,,
,크레스티드 게코 내부장기는 어떻게 생겼을까요?,내부장기,in_organ,,,,,
,크레스티드 게코 내부장기가 궁금해,내부장기,in_organ,,,,,
,크레의 내부장기에 대해서 설명해주세요.,내부장기,in_organ,,,,,
,크레의 내부장기가 어떻게 생겼는지 알려줘,내부장기,in_organ,,,,,
,크레의 내부장기는 어떻게 생겼니?,내부장기,in_organ,,,,,
,크레의 내부장기의 구조에 대해서 설명해줘,내부장기,in_organ,,,,,
,크레의 내부장기는 어떻게 생겼을까요?,내부장기,in_organ,,,,,
,크레의 내부장기가 궁금해,내부장기,in_organ,,,,,
,크레 내부장기 ,내부장기,in_organ,,,,,
,크레 장기 ,내부장기,in_organ,,,,,
16,크레스티드 게코 감각에 대해서 설명해주세요.,감각,sense,,,,,
,크레스티드 게코 감각이 어떻게 생겼는지 알려줘,감각,sense,,,,,
,크레스티드 게코 감각은 어떻게 생겼니?,감각,sense,,,,,
,크레스티드 게코 감각의 구조에 대해서 설명해줘,감각,sense,,,,,
,크레스티드 게코 감각은 어떻게 생겼을까요?,감각,sense,,,,,
,크레스티드 게코 감각이 궁금해,감각,sense,,,,,
17,크레스티드 게코 점프력에 대해서 설명해주세요.,점프력,jump_ability,,,,,
,크레스티드 게코 점프력은 어떤지 알려줘,점프력,jump_ability,,,,,
,크레스티드 게코 점프력은 어느정도 인가요?,점프력,jump_ability,,,,,
,크레스티드 게코 점프 실력이 어때?,점프력,jump_ability,,,,,
,크레스티드 게코 점프력은 어디서 오는 걸까?,점프력,jump_ability,,,,,
,크레스티드 게코 점프력이 궁금해,점프력,jump_ability,,,,,
18,크레스티드 게코 서식지에 대해서 설명해주세요.,크레스티드 게코의 서식지,habitat,,,,,
,크레스티드 게코 서식지가 어떻게 생겼는지 알려줘,크레스티드 게코의 서식지,habitat,,,,,
,크레스티드 게코 서식지는 어떻게 생겼니?,크레스티드 게코의 서식지,habitat,,,,,
,크레스티드 게코 서식지의 구조에 대해서 설명해줘,크레스티드 게코의 서식지,habitat,,,,,
,크레스티드 게코 서식지는 어떻게 생겼을까요?,크레스티드 게코의 서식지,habitat,,,,,
,크레스티드 게코 서식지가 궁금해,크레스티드 게코의 서식지,habitat,,,,,
19,크레스티드 게코 크기와 수명 대해서 설명해주세요.,크레스티드 게코의 크기와 수명,size_life,,,,,
,크레스티드 게코 수명이 얼마나 되는지 알려줘,크레스티드 게코의 크기와 수명,size_life,,,,,
,크레스티드 게코 크기는 얼마나 클까?,크레스티드 게코의 크기와 수명,size_life,,,,,
,크레스티드 게코 크기가 어느정도 되면 수명이 다한 걸까?,크레스티드 게코의 크기와 수명,size_life,,,,,
,크레스티드 게코 수명 대비 크기에 대해서 설명해줘,크레스티드 게코의 크기와 수명,size_life,,,,,
,크레스티드 게코 수명이 궁금해,크레스티드 게코의 크기와 수명,size_life,,,,,
22,크레스티드 게코 성별 파악하는 방법 알려줘,크레스티드 게코의 성별,sex,,,,,
,크레스티드 게코는 성별은 언제부터 알 수 있어?,크레스티드 게코의 성별,sex,,,,,
,크레스티드 게코 성별 아는 방법 알려줘,크레스티드 게코의 성별,sex,,,,,
,크레스티드 게코 성별의 파악 기준이 뭘까?,크레스티드 게코의 성별,sex,,,,,
,크레스티드 게코 성별에 따른 키우는 법은?,크레스티드 게코의 성별,sex,,,,,
,크레스티드 게코 성별에 따라 성격이 바뀌나?,크레스티드 게코의 성별,sex,,,,,
,크레스티드 게코 암수 구별,크레스티드 게코의 성별,sex,,,,,
,크레스티드 게코 암수 구별 방법,크레스티드 게코의 성별,sex,,,,,
,크레스티드 게코 암수 확인 방법,크레스티드 게코의 성별,sex,,,,,
23,크레스티드 게코 번식에 대해서 설명해줘,크레스티드 게코의 번식,breeding,,,,,
,크레스티드 게코는 번식을 언제 할 수 있어?,크레스티드 게코의 번식,breeding,,,,,
,크레스티드 게코 번식하는 방법 알려줘 ,크레스티드 게코의 번식,breeding,,,,,
,크레스티드 게코 번식 할 때 주의할 점 알려줘,크레스티드 게코의 번식,breeding,,,,,
,크레스티드 게코 번식은 어떻게 하는 거야?,크레스티드 게코의 번식,breeding,,,,,
,크레스티드 게코 번식 시기가 어떻게 돼?,크레스티드 게코의 번식,breeding,,,,,
,크레스티드 게코 메이팅에 대해서 설명해줘,크레스티드 게코의 번식,breeding,,,,,
,크레스티드 게코 메이팅을 언제 할 수 있어?,크레스티드 게코의 번식,breeding,,,,,
,크레스티드 게코 메이팅하는 방법 알려줘 ,크레스티드 게코의 번식,breeding,,,,,
,크레스티드 게코 메이팅 할 때 주의할 점 알려줘,크레스티드 게코의 번식,breeding,,,,,
,크레스티드 게코 메이팅은 어떻게 하는 거야?,크레스티드 게코의 번식,breeding,,,,,
,크레스티드 게코 메이팅 시기가 어떻게 돼?,크레스티드 게코의 번식,breeding,,,,,
,번식 과정에 대해서 설명해주세요. ,크레스티드 게코의 번식,breeding,,,,,
,크레스티드 게코 번식 과정 설명해주세요.,크레스티드 게코의 번식,breeding,,,,,
,크레스티드 게코 번식 과정이 어떻게 되나요?,크레스티드 게코의 번식,breeding,,,,,
,크레스티드 게코 번식 방법 알려주세요.,크레스티드 게코의 번식,breeding,,,,,
,크레스티드 게코 번식할때 주의할점이요!,크레스티드 게코의 번식,breeding,,,,,
,메이팅 과정에 대해서 설명해주세요. ,크레스티드 게코의 번식,breeding,,,,,
,크레스티드 게코 메이팅 과정 설명해주세요.,크레스티드 게코의 번식,breeding,,,,,
,크레스티드 게코 메이팅 과정이 어떻게 되나요?,크레스티드 게코의 번식,breeding,,,,,
,크레스티드 게코 메이팅 방법 알려주세요.,크레스티드 게코의 번식,breeding,,,,,
,크레스티드 게코 메이팅할때 주의할점이요!,크레스티드 게코의 번식,breeding,,,,,
24,크레스티드 게코 라이프 사이클에 대해서 설명해줘,크레스티드 게코의 라이프사이클,life_cycle,,,,,
,크레스티드 게코는 어떤 일생을 살아?,크레스티드 게코의 라이프사이클,life_cycle,,,,,
,크레스티드 게코 라이프는 어떻게 될까?,크레스티드 게코의 라이프사이클,life_cycle,,,,,
,크레스티드 게코 생명 주기에 대해서 알려줘,크레스티드 게코의 라이프사이클,life_cycle,,,,,
,크레스티드 게코 생명은 언제까지 이어지는 거야?,크레스티드 게코의 라이프사이클,life_cycle,,,,,
,크레스티드 게코 일생에 대해 설명해줘,크레스티드 게코의 라이프사이클,life_cycle,,,,,
25,모프의 패턴에 대해서 알려줘,색상 및 패턴의 특징,patten,,,,,
,모프 패턴 특징이 어떻게 돼?,색상 및 패턴의 특징,patten,,,,,
,크레스티드 게코 모프 패턴 특징 알려줄 수 있어?,색상 및 패턴의 특징,patten,,,,,
,크레스티드 게코 모프 패턴의 종류가 어떻게 돼?,색상 및 패턴의 특징,patten,,,,,
26,색상의 변화에 대해서 알려줄래?,색채의 변화,color,,,,,
,색상 변화에 대해 알려줄래?,색채의 변화,color,,,,,
,크레스티드 게코 색상 변화가 어떻게 되는거야?,색채의 변화,color,,,,,
,크레스티드 게코 몸의 색상이 어떻게 바뀌어?,색채의 변화,color,,,,,
,크레스티드 게코 몸의 색상 변화에 대해서 알려줘,색채의 변화,color,,,,,
27,탈피에 대해서 설명해줘,탈피,ecdysis,,,,,
,탈피 언제하는거야?,탈피,ecdysis,,,,,
,탈피에 대해서 알려줘,탈피,ecdysis,,,,,
,크레스티드 게코 탈피에 대해서 설명해줘,탈피,ecdysis,,,,,
,크레스티드 게코 탈피 언제하는거야?,탈피,ecdysis,,,,,
,크레스티드 게코 탈피에 대해서 알려줘,탈피,ecdysis,,,,,
,탈피가 뭐야?,탈피,ecdysis,,,,,
,탈피가 뭐하는 거야?,탈피,ecdysis,,,,,
,탈피하면 뭐가 좋아?,탈피,ecdysis,,,,,
,탈피는 언제 하는 거야?,탈피,ecdysis,,,,,
,크레스티드 게코 탈피가 뭐야?,탈피,ecdysis,,,,,
,크레스티드 게코 탈피가 뭐하는 거야?,탈피,ecdysis,,,,,
,크레스티드 게코가 탈피하면 뭐가 좋아?,탈피,ecdysis,,,,,
,크레스티드 게코 탈피는 언제 하는 거야?,탈피,ecdysis,,,,,
28,어떻게 도망쳐?,방어전략 및 전술,defense,,,,,
,살아남는 전략이 있어?,방어전략 및 전술,defense,,,,,
,살아남기 위해서 하는 행동이 있어?,방어전략 및 전술,defense,,,,,
,살기 위한 전략을 알려줘,방어전략 및 전술,defense,,,,,
,방어 전략에 대해서 설명해줘,방어전략 및 전술,defense,,,,,
,방어 전략 전술에 대해서 설명해줘,방어전략 및 전술,defense,,,,,
,크레스티드 게코는 어떻게 도망쳐?,방어전략 및 전술,defense,,,,,
,크레스티드 게코는 살아남기 위한 전략이 있어?,방어전략 및 전술,defense,,,,,
,크레스티드 게코는 살아남기 위해서 하는 행동이 있어?,방어전략 및 전술,defense,,,,,
,크레스티드 게코는 살기 위한 전략을 알려줘,방어전략 및 전술,defense,,,,,
,크레스티드 게코 방어 전략에 대해서 설명해줘,방어전략 및 전술,defense,,,,,
,크레스티드 게코 방여 전략 전술에 대해서 설명해줘,방어전략 및 전술,defense,,,,,
29,크레스티드 게코 장점에 대해서 설명해줘,크레스티드 게코의 장점,advantage,,,,,
,크레스티드 게코를 키우면 뭐가 좋아?,크레스티드 게코의 장점,advantage,,,,,
,크레스티드 게코 키우면 좋은점이 뭘까?,크레스티드 게코의 장점,advantage,,,,,
,크레스티드 게코는 귀엽니?,크레스티드 게코의 장점,advantage,,,,,
,크레스티드 게코를 키우면 나에게 좋은점이 뭐야?,크레스티드 게코의 장점,advantage,,,,,
30,크레스티드 게코 오해에 대해서 설명해줘,크레스티 게코의 오해와 진실,misunderstanding,,,,,
,크레스티드 게코에 대한 오해가 있니?,크레스티 게코의 오해와 진실,misunderstanding,,,,,
,크레스티드 게코를 사람들이 오해하고 있는게 뭘까?,크레스티 게코의 오해와 진실,misunderstanding,,,,,
,크레스티드 게코에 대해서 잘 모르는 부분이 뭐라고 생각해?,크레스티 게코의 오해와 진실,misunderstanding,,,,,
31,크레스티드 게코를 핸들링 하는 방법 알려줘,핸들링,handball,,,,,
,크레스티드 게코 핸들링할때 주의할 점이 있어?,핸들링,handball,,,,,
,크레스티드 게코를 핸들링하면 어떤게 좋아?,핸들링,handball,,,,,
,크레스티드 게코를 핸들링 해주면 좋아할까?,핸들링,handball,,,,,
,크레스티드 게코를 핸들링을 잘 하는 방법 알려줘,핸들링,handball,,,,,
32,크레스티드 게코 사육장을 어떻게 하면 좋지?,사육장,farm,,,,,
,크레스티드 게코 키울때 사육장 추천해줘,사육장,farm,,,,,
,크레스티드 게코 사육장 어떤게 좋을까?,사육장,farm,,,,,
,크레스티드 게코 사육장에 대해서 설명해줘,사육장,farm,,,,,
,크레스티드 게코 사육장 어떻게 꾸미는게 좋아?,사육장,farm,,,,,
,크레스티드 게코 사육장 종류,사육장,farm,,,,,
,크레스티드 게코 사육장 구매,사육장,farm,,,,,
,크레스티드 게코 사육환경,사육장,farm,,,,,
,크레스티드 게코 사육 환경,사육장,farm,,,,,
,크레스티드 게코 사육환경 조성 방법,사육장,farm,,,,,
33,크레스티드 게코를 여러마리 합사를 시키면 어때?,다른 종과의 합사,enshrining_together,,,,,
,크레스티드 게코를 여러마리 합사 시킬때 주의할점은?,다른 종과의 합사,enshrining_together,,,,,
